age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribe
46,admin.,married,secondary,no,70.0,yes,no,cellular,27.0,mar,229.0,2.0,-1.0,0,,1
57,management,divorced,unknown,no,,no,no,,27.0,mar,102.0,1.0,-1.0,0,unknown,0
35,technician,married,tertiary,no,122.0,no,no,cellular,27.0,mar,277.0,1.0,-1.0,0,unknown,0
50,services,married,secondary,no,0.0,yes,no,cellular,27.0,mar,689.0,,-1.0,0,unknown,0
27,student,single,secondary,no,213.0,no,no,,27.0,mar,378.0,,-1.0,0,unknown,1
33,management,single,tertiary,no,,yes,no,,,mar,101.0,1.0,-1.0,0,unknown,0
57,technician,married,secondary,no,3858.0,no,no,cellular,27.0,mar,558.0,1.0,-1.0,0,unknown,0
69,retired,married,unknown,no,647.0,no,no,,27.0,mar,199.0,1.0,-1.0,0,unknown,0
46,admin.,married,secondary,no,-522.0,yes,no,cellular,27.0,mar,243.0,3.0,239.0,13,other,1
32,technician,single,secondary,no,234.0,no,no,,27.0,mar,166.0,2.0,-1.0,0,unknown,0
59,retired,married,tertiary,no,9676.0,no,no,telephone,27.0,mar,234.0,2.0,-1.0,0,unknown,1
19,student,single,primary,no,134.0,no,no,cellular,27.0,mar,,2.0,-1.0,0,,1
25,management,single,tertiary,no,316.0,no,no,cellular,27.0,mar,,2.0,-1.0,0,unknown,1
23,management,single,tertiary,no,2143.0,no,no,,30.0,mar,180.0,2.0,-1.0,0,unknown,1
32,management,single,tertiary,no,1613.0,no,no,cellular,30.0,mar,253.0,2.0,129.0,5,failure,0
44,unemployed,married,secondary,no,,no,no,cellular,30.0,mar,57.0,4.0,-1.0,0,unknown,0
26,admin.,single,secondary,no,1327.0,no,no,cellular,30.0,mar,171.0,4.0,-1.0,0,unknown,0
49,admin.,married,tertiary,no,255.0,yes,no,cellular,30.0,mar,96.0,6.0,-1.0,0,unknown,0
32,services,married,secondary,no,2833.0,yes,no,cellular,30.0,mar,415.0,,-1.0,0,unknown,0
31,blue-collar,married,primary,no,620.0,no,no,cellular,30.0,mar,95.0,1.0,-1.0,0,unknown,0
47,,married,tertiary,no,3663.0,no,no,cellular,30.0,mar,364.0,3.0,,0,unknown,1
23,management,single,tertiary,no,1004.0,yes,no,cellular,30.0,mar,114.0,2.0,-1.0,0,unknown,0
22,admin.,single,secondary,no,114.0,no,no,,30.0,mar,517.0,1.0,-1.0,0,unknown,1
32,student,single,unknown,no,2321.0,no,no,cellular,30.0,mar,167.0,2.0,-1.0,0,unknown,0
30,management,single,tertiary,no,6495.0,no,no,cellular,30.0,mar,78.0,3.0,-1.0,0,unknown,0
27,management,single,tertiary,no,831.0,no,no,cellular,30.0,mar,1081.0,,-1.0,0,unknown,1
73,retired,divorced,primary,no,2308.0,no,no,telephone,30.0,mar,163.0,2.0,-1.0,0,unknown,1
26,admin.,married,tertiary,no,2855.0,no,no,cellular,30.0,mar,52.0,,,0,unknown,0
36,management,married,tertiary,no,9324.0,yes,no,cellular,30.0,mar,138.0,8.0,-1.0,0,unknown,0
24,admin.,single,secondary,no,753.0,yes,no,cellular,30.0,mar,259.0,15.0,-1.0,0,unknown,0
57,management,divorced,tertiary,no,6468.0,yes,no,,31.0,mar,684.0,4.0,-1.0,0,unknown,0
41,management,married,tertiary,no,1468.0,yes,no,cellular,31.0,mar,237.0,3.0,-1.0,0,unknown,1
30,admin.,single,tertiary,no,,no,no,,31.0,mar,,2.0,-1.0,0,unknown,1
60,admin.,married,secondary,no,7336.0,no,no,cellular,31.0,mar,494.0,1.0,-1.0,0,unknown,0
34,technician,single,tertiary,no,2658.0,yes,no,cellular,31.0,mar,265.0,1.0,230.0,2,failure,0
29,management,married,tertiary,no,250.0,yes,no,cellular,31.0,mar,371.0,2.0,257.0,1,other,0
55,housemaid,divorced,secondary,no,0.0,no,no,cellular,31.0,mar,829.0,1.0,-1.0,0,unknown,0
33,services,married,secondary,no,260.0,yes,no,cellular,31.0,mar,248.0,,-1.0,0,unknown,0
32,technician,single,tertiary,no,392.0,yes,no,cellular,1.0,apr,957.0,2.0,131.0,2,failure,0
26,admin.,single,secondary,no,,no,no,cellular,1.0,apr,351.0,3.0,-1.0,0,unknown,1
36,entrepreneur,single,secondary,no,45.0,yes,no,cellular,1.0,apr,131.0,1.0,-1.0,0,unknown,0
35,services,divorced,secondary,no,,yes,yes,cellular,1.0,apr,73.0,,-1.0,0,unknown,0
46,management,divorced,tertiary,no,10469.0,yes,no,,1.0,apr,202.0,2.0,-1.0,0,unknown,0
32,management,married,tertiary,no,250.0,yes,no,cellular,1.0,apr,247.0,2.0,-1.0,0,unknown,0
39,technician,divorced,secondary,no,688.0,yes,yes,cellular,1.0,apr,233.0,,,1,failure,0
59,retired,married,secondary,no,1035.0,yes,yes,cellular,1.0,apr,126.0,2.0,,1,failure,0
40,technician,single,tertiary,no,250.0,yes,no,cellular,1.0,apr,107.0,1.0,-1.0,0,unknown,0
46,services,married,secondary,no,,yes,no,cellular,1.0,apr,836.0,1.0,-1.0,0,unknown,0
33,admin.,single,secondary,no,285.0,yes,no,cellular,1.0,apr,427.0,1.0,329.0,1,other,0
40,blue-collar,married,primary,no,442.0,yes,no,cellular,1.0,apr,212.0,,-1.0,0,unknown,0
47,blue-collar,married,secondary,no,398.0,yes,yes,cellular,1.0,apr,274.0,1.0,238.0,2,failure,0
38,blue-collar,single,tertiary,no,172.0,yes,no,cellular,1.0,apr,1176.0,1.0,-1.0,0,,1
27,management,single,tertiary,no,0.0,yes,no,,1.0,apr,124.0,1.0,-1.0,0,unknown,0
37,management,married,secondary,no,1180.0,yes,yes,cellular,1.0,apr,786.0,1.0,135.0,1,other,0
32,services,single,tertiary,no,1743.0,yes,no,cellular,1.0,apr,1156.0,1.0,261.0,3,other,0
46,management,divorced,tertiary,no,507.0,yes,no,cellular,1.0,apr,,,-1.0,0,unknown,1
27,technician,single,tertiary,no,393.0,no,no,cellular,1.0,apr,165.0,,-1.0,0,unknown,1
44,services,married,secondary,no,5780.0,yes,no,cellular,1.0,apr,525.0,,-1.0,0,unknown,0
54,retired,married,secondary,no,1004.0,yes,no,cellular,1.0,apr,479.0,1.0,307.0,1,failure,0
35,technician,married,secondary,no,0.0,no,no,cellular,1.0,apr,295.0,,303.0,1,other,0
38,admin.,single,secondary,no,10.0,no,no,cellular,1.0,apr,117.0,1.0,-1.0,0,unknown,0
63,self-employed,married,tertiary,no,-39.0,no,no,cellular,1.0,apr,387.0,2.0,-1.0,0,unknown,1
46,self-employed,divorced,tertiary,no,926.0,yes,no,,1.0,apr,,,133.0,3,failure,0
49,admin.,married,primary,no,686.0,yes,yes,cellular,1.0,apr,286.0,2.0,,4,other,0
34,blue-collar,married,secondary,no,1924.0,yes,yes,cellular,1.0,apr,161.0,2.0,,1,failure,0
52,admin.,divorced,secondary,no,1256.0,yes,no,cellular,1.0,apr,498.0,3.0,-1.0,0,unknown,0
45,services,divorced,secondary,no,,yes,yes,cellular,1.0,apr,251.0,,329.0,4,failure,0
41,blue-collar,married,secondary,no,0.0,yes,no,cellular,1.0,apr,625.0,2.0,-1.0,0,unknown,0
58,management,divorced,tertiary,no,315.0,yes,no,cellular,1.0,apr,121.0,2.0,135.0,2,failure,0
49,management,divorced,tertiary,no,20727.0,no,no,cellular,1.0,apr,285.0,3.0,,2,failure,0
38,blue-collar,single,secondary,no,2422.0,yes,no,cellular,1.0,apr,257.0,2.0,,0,unknown,0
19,student,single,unknown,no,779.0,no,no,cellular,1.0,apr,184.0,,-1.0,0,unknown,1
52,services,married,secondary,no,2070.0,no,no,telephone,1.0,apr,74.0,,-1.0,0,unknown,0
37,management,single,tertiary,no,457.0,yes,no,cellular,1.0,apr,510.0,3.0,-1.0,0,unknown,0
34,blue-collar,single,secondary,no,13408.0,no,no,cellular,1.0,apr,647.0,2.0,-1.0,0,unknown,0
54,management,divorced,tertiary,no,5399.0,no,yes,cellular,2.0,apr,80.0,3.0,-1.0,0,unknown,0
34,admin.,married,secondary,no,1474.0,no,no,cellular,2.0,apr,739.0,2.0,,0,unknown,1
56,management,married,tertiary,no,480.0,yes,no,telephone,2.0,apr,173.0,,-1.0,0,unknown,0
38,management,single,unknown,no,715.0,yes,no,cellular,2.0,apr,951.0,1.0,132.0,3,failure,0
45,management,married,tertiary,no,753.0,yes,no,cellular,2.0,apr,2870.0,2.0,-1.0,0,unknown,0
24,blue-collar,married,secondary,no,-220.0,yes,no,cellular,,apr,90.0,,-1.0,0,unknown,0
50,management,divorced,tertiary,no,405.0,no,no,cellular,2.0,apr,82.0,6.0,,0,unknown,0
49,admin.,married,secondary,no,182.0,yes,no,cellular,2.0,apr,303.0,1.0,331.0,2,failure,0
37,blue-collar,married,secondary,no,0.0,yes,no,cellular,2.0,apr,473.0,1.0,-1.0,0,unknown,0
33,blue-collar,married,secondary,no,3576.0,yes,no,cellular,2.0,apr,124.0,1.0,308.0,2,other,0
32,admin.,single,secondary,no,471.0,no,yes,cellular,2.0,apr,,,,0,unknown,1
42,management,married,tertiary,no,2772.0,yes,no,cellular,2.0,apr,244.0,1.0,-1.0,0,unknown,0
33,management,single,tertiary,no,3161.0,yes,no,cellular,2.0,apr,313.0,,-1.0,0,unknown,1
52,management,married,tertiary,no,-2712.0,yes,yes,cellular,,apr,253.0,1.0,-1.0,0,unknown,0
22,student,single,secondary,no,722.0,yes,no,cellular,2.0,apr,108.0,1.0,-1.0,0,unknown,0
45,admin.,single,tertiary,no,1683.0,yes,no,cellular,2.0,apr,277.0,,-1.0,0,unknown,0
37,management,single,secondary,no,0.0,yes,yes,cellular,2.0,apr,450.0,,-1.0,0,unknown,0
36,technician,married,secondary,no,4613.0,no,no,cellular,2.0,apr,320.0,1.0,134.0,2,failure,0
41,services,married,unknown,no,1236.0,yes,no,,2.0,apr,,2.0,-1.0,0,unknown,0
23,student,single,secondary,no,165.0,yes,no,cellular,2.0,apr,148.0,1.0,-1.0,0,unknown,0
36,technician,married,secondary,no,0.0,no,no,cellular,2.0,apr,748.0,,-1.0,0,unknown,0
39,technician,married,secondary,no,508.0,yes,no,cellular,2.0,apr,598.0,2.0,135.0,5,failure,0
48,services,married,secondary,no,0.0,yes,no,cellular,2.0,apr,146.0,1.0,267.0,1,failure,0
38,blue-collar,married,unknown,no,0.0,yes,no,cellular,2.0,apr,477.0,2.0,267.0,1,failure,0
46,self-employed,married,secondary,no,-30.0,yes,yes,cellular,2.0,apr,164.0,1.0,300.0,2,failure,0
35,self-employed,married,tertiary,no,560.0,yes,no,cellular,2.0,apr,58.0,,136.0,1,failure,0
35,self-employed,married,tertiary,no,1250.0,yes,no,cellular,2.0,apr,361.0,1.0,136.0,1,other,0
45,housemaid,married,primary,no,403.0,no,no,,2.0,apr,144.0,1.0,-1.0,0,unknown,0
54,admin.,married,secondary,no,1342.0,yes,no,cellular,2.0,apr,80.0,,-1.0,0,unknown,0
58,technician,married,secondary,no,1.0,no,no,cellular,2.0,apr,333.0,1.0,64.0,2,,0
47,blue-collar,married,secondary,no,1612.0,yes,no,cellular,2.0,apr,1164.0,,-1.0,0,unknown,1
74,housemaid,married,unknown,no,161.0,no,no,telephone,2.0,apr,240.0,1.0,-1.0,0,unknown,0
48,admin.,divorced,secondary,no,4099.0,no,no,cellular,2.0,apr,,,-1.0,0,unknown,1
35,management,single,tertiary,no,4348.0,yes,no,cellular,2.0,apr,1074.0,3.0,217.0,8,failure,0
39,technician,divorced,tertiary,no,113.0,yes,yes,cellular,2.0,apr,,2.0,-1.0,0,unknown,0
67,retired,married,primary,no,4066.0,no,no,cellular,2.0,apr,,6.0,-1.0,0,unknown,0
32,admin.,married,tertiary,no,233.0,yes,no,cellular,2.0,apr,77.0,,133.0,4,failure,0
30,management,single,tertiary,no,0.0,yes,no,cellular,2.0,apr,293.0,2.0,314.0,2,failure,0
34,technician,divorced,secondary,no,705.0,yes,yes,cellular,2.0,apr,249.0,1.0,-1.0,0,unknown,0
53,blue-collar,married,primary,no,1409.0,yes,no,cellular,2.0,apr,464.0,1.0,287.0,1,failure,0
58,unknown,married,unknown,no,68.0,no,no,cellular,2.0,apr,268.0,1.0,-1.0,0,,1
28,student,single,secondary,no,1350.0,yes,no,cellular,2.0,apr,173.0,2.0,-1.0,0,unknown,0
35,admin.,single,secondary,no,663.0,yes,no,cellular,2.0,apr,359.0,,-1.0,0,unknown,0
40,services,married,secondary,no,879.0,yes,yes,cellular,2.0,apr,349.0,3.0,,0,unknown,0
40,management,married,primary,no,738.0,yes,yes,cellular,2.0,apr,399.0,2.0,,3,,0
45,management,married,primary,no,4629.0,no,no,telephone,2.0,apr,285.0,2.0,-1.0,0,unknown,0
24,student,single,primary,no,1283.0,no,no,cellular,2.0,apr,225.0,2.0,,0,unknown,0
35,blue-collar,married,secondary,no,2643.0,yes,no,cellular,2.0,apr,96.0,3.0,330.0,1,other,0
57,management,married,tertiary,no,1631.0,yes,no,cellular,2.0,apr,254.0,2.0,261.0,3,failure,0
30,blue-collar,single,secondary,no,148.0,no,no,cellular,2.0,apr,206.0,1.0,-1.0,0,unknown,0
26,student,single,tertiary,no,193.0,no,no,,3.0,apr,48.0,2.0,-1.0,0,unknown,0
39,blue-collar,married,primary,no,176.0,yes,yes,cellular,3.0,apr,189.0,2.0,-1.0,0,unknown,0
37,management,married,tertiary,no,,yes,no,cellular,3.0,apr,246.0,2.0,133.0,6,failure,0
38,technician,married,secondary,no,-421.0,yes,no,cellular,3.0,apr,187.0,,332.0,5,failure,0
44,entrepreneur,married,secondary,no,887.0,yes,no,cellular,3.0,apr,93.0,,-1.0,0,unknown,0
54,retired,married,primary,no,136.0,yes,no,cellular,3.0,apr,,1.0,332.0,2,failure,0
54,entrepreneur,single,tertiary,no,,yes,no,,3.0,apr,376.0,1.0,-1.0,0,unknown,0
46,services,married,unknown,no,854.0,yes,no,cellular,3.0,apr,478.0,3.0,-1.0,0,unknown,0
61,technician,married,tertiary,no,0.0,no,no,cellular,3.0,apr,224.0,1.0,-1.0,0,unknown,0
56,admin.,married,primary,no,0.0,yes,no,cellular,3.0,apr,353.0,2.0,227.0,4,,0
50,management,married,tertiary,no,414.0,yes,no,cellular,3.0,apr,707.0,1.0,302.0,3,failure,1
24,services,single,secondary,no,496.0,yes,no,cellular,3.0,apr,297.0,1.0,323.0,2,failure,0
39,technician,married,tertiary,no,2869.0,no,no,cellular,3.0,apr,115.0,1.0,,0,unknown,0
42,blue-collar,married,secondary,no,1297.0,yes,no,,3.0,apr,697.0,2.0,,0,unknown,0
35,admin.,married,secondary,no,3187.0,yes,no,,3.0,apr,445.0,1.0,135.0,3,failure,0
31,services,single,secondary,no,,yes,no,cellular,3.0,apr,314.0,1.0,,1,failure,0
34,blue-collar,single,secondary,yes,-60.0,no,no,cellular,3.0,apr,84.0,1.0,332.0,1,failure,0
38,technician,married,secondary,no,275.0,yes,no,cellular,3.0,apr,,,333.0,1,failure,0
32,management,divorced,tertiary,no,530.0,yes,no,cellular,3.0,apr,170.0,1.0,-1.0,0,unknown,0
42,technician,married,tertiary,no,,no,no,cellular,3.0,apr,285.0,1.0,-1.0,0,unknown,0
68,retired,married,secondary,no,3588.0,no,no,telephone,3.0,apr,,1.0,-1.0,0,unknown,0
56,retired,married,secondary,no,3948.0,no,no,cellular,3.0,apr,484.0,,135.0,3,failure,0
39,management,married,secondary,no,517.0,yes,no,cellular,3.0,apr,240.0,,136.0,5,failure,0
73,retired,married,secondary,no,1292.0,no,no,cellular,3.0,apr,420.0,1.0,-1.0,0,unknown,0
47,admin.,divorced,secondary,no,0.0,no,no,cellular,3.0,apr,335.0,1.0,-1.0,0,unknown,0
51,services,married,secondary,no,657.0,no,no,,3.0,apr,66.0,,-1.0,0,unknown,0
26,blue-collar,single,secondary,no,5005.0,no,yes,cellular,3.0,apr,,1.0,-1.0,0,unknown,1
54,management,married,secondary,no,1150.0,no,no,cellular,3.0,apr,660.0,,-1.0,0,unknown,0
41,technician,single,secondary,no,-41.0,yes,yes,cellular,3.0,apr,,1.0,-1.0,0,unknown,0
39,blue-collar,married,secondary,no,1756.0,yes,no,cellular,3.0,apr,939.0,1.0,-1.0,0,unknown,1
41,management,divorced,tertiary,no,902.0,yes,no,cellular,3.0,apr,134.0,1.0,-1.0,0,unknown,0
43,unemployed,married,secondary,no,1943.0,yes,no,cellular,3.0,apr,273.0,2.0,,2,failure,0
32,blue-collar,married,secondary,no,824.0,yes,no,,3.0,apr,272.0,1.0,-1.0,0,unknown,0
38,technician,married,secondary,no,751.0,yes,no,cellular,3.0,apr,125.0,1.0,-1.0,0,unknown,0
39,technician,married,tertiary,no,101.0,no,no,cellular,3.0,apr,441.0,1.0,-1.0,0,unknown,0
28,technician,single,tertiary,no,172.0,yes,yes,cellular,3.0,apr,100.0,,60.0,2,failure,0
57,blue-collar,married,primary,no,211.0,yes,no,cellular,3.0,apr,239.0,2.0,-1.0,0,unknown,0
42,entrepreneur,married,tertiary,no,,yes,no,telephone,3.0,apr,362.0,2.0,136.0,6,failure,0
33,admin.,married,tertiary,no,1636.0,yes,yes,cellular,3.0,apr,105.0,1.0,136.0,1,failure,0
44,services,single,secondary,no,862.0,yes,no,,3.0,apr,,2.0,-1.0,0,unknown,0
40,services,married,secondary,no,3164.0,yes,no,cellular,3.0,apr,329.0,2.0,-1.0,0,unknown,0
36,technician,divorced,secondary,no,666.0,yes,yes,cellular,3.0,apr,190.0,1.0,133.0,1,other,0
55,blue-collar,divorced,secondary,no,1613.0,yes,no,,3.0,apr,296.0,1.0,270.0,3,failure,1
44,entrepreneur,single,tertiary,no,1136.0,yes,yes,cellular,3.0,apr,345.0,2.0,,7,other,0
37,services,married,secondary,no,749.0,yes,no,cellular,3.0,apr,121.0,2.0,,0,unknown,0
41,blue-collar,married,secondary,no,4910.0,yes,no,,3.0,apr,1090.0,1.0,-1.0,0,unknown,0
49,technician,married,tertiary,no,523.0,yes,no,cellular,3.0,apr,203.0,1.0,31.0,2,success,0
44,blue-collar,married,secondary,no,879.0,yes,no,cellular,3.0,apr,383.0,1.0,-1.0,0,unknown,0
41,services,single,secondary,no,-68.0,yes,no,cellular,3.0,apr,100.0,3.0,-1.0,0,unknown,0
48,admin.,married,primary,no,4459.0,yes,no,,3.0,apr,439.0,2.0,240.0,1,failure,0
39,services,divorced,secondary,no,-152.0,yes,no,cellular,3.0,apr,179.0,,-1.0,0,unknown,0
46,technician,divorced,secondary,no,387.0,yes,yes,,3.0,apr,298.0,,-1.0,0,unknown,0
46,services,divorced,secondary,no,350.0,yes,no,cellular,3.0,apr,,1.0,,0,unknown,0
40,entrepreneur,married,tertiary,no,2644.0,yes,no,cellular,3.0,apr,235.0,1.0,133.0,3,failure,0
44,blue-collar,married,primary,no,612.0,yes,yes,cellular,3.0,apr,1091.0,1.0,135.0,1,failure,0
39,technician,single,tertiary,no,54.0,yes,no,cellular,3.0,apr,204.0,2.0,248.0,12,failure,0
47,management,married,secondary,no,-521.0,yes,no,cellular,3.0,apr,148.0,2.0,,0,unknown,0
39,entrepreneur,married,secondary,no,10200.0,yes,no,cellular,3.0,apr,57.0,4.0,-1.0,0,unknown,0
41,self-employed,married,secondary,no,3123.0,yes,no,cellular,3.0,apr,1203.0,2.0,135.0,2,failure,1
49,management,married,tertiary,no,596.0,yes,no,cellular,3.0,apr,579.0,2.0,-1.0,0,,0
37,admin.,married,secondary,no,1335.0,yes,no,telephone,3.0,apr,309.0,4.0,262.0,4,other,0
31,admin.,single,secondary,no,779.0,yes,yes,cellular,3.0,apr,219.0,2.0,-1.0,0,unknown,0
50,management,married,tertiary,no,101.0,yes,no,cellular,6.0,apr,43.0,,,1,failure,0
37,management,married,primary,no,3953.0,yes,no,cellular,6.0,apr,610.0,2.0,138.0,1,failure,0
29,technician,single,unknown,no,1729.0,yes,no,cellular,6.0,apr,479.0,1.0,,0,unknown,0
42,admin.,single,tertiary,no,,yes,no,cellular,6.0,apr,494.0,1.0,,0,unknown,0
43,management,divorced,tertiary,no,20.0,no,no,cellular,6.0,apr,590.0,2.0,255.0,2,failure,0
46,admin.,single,secondary,no,,yes,no,cellular,6.0,apr,194.0,2.0,-1.0,0,unknown,0
29,technician,married,secondary,no,,yes,yes,cellular,6.0,apr,,1.0,-1.0,0,unknown,0
40,management,married,tertiary,no,285.0,yes,no,cellular,6.0,apr,322.0,1.0,265.0,3,success,0
54,entrepreneur,divorced,unknown,no,,yes,no,telephone,6.0,apr,475.0,,307.0,5,failure,1
34,technician,single,secondary,no,,yes,no,,6.0,apr,945.0,1.0,139.0,1,success,0
38,services,married,secondary,no,968.0,yes,no,cellular,6.0,apr,,1.0,-1.0,0,unknown,0
37,blue-collar,divorced,secondary,no,811.0,yes,yes,cellular,6.0,apr,185.0,3.0,-1.0,0,unknown,0
36,blue-collar,married,secondary,no,382.0,yes,no,cellular,6.0,apr,,1.0,-1.0,0,unknown,0
63,retired,married,secondary,no,2030.0,no,no,cellular,6.0,apr,,6.0,-1.0,0,unknown,0
24,student,single,secondary,no,1684.0,no,no,cellular,6.0,apr,112.0,4.0,,0,unknown,0
35,blue-collar,married,secondary,no,270.0,yes,yes,cellular,6.0,apr,332.0,,335.0,1,failure,0
38,admin.,married,secondary,no,1280.0,yes,no,cellular,6.0,apr,916.0,1.0,-1.0,0,unknown,0
45,blue-collar,married,secondary,no,-73.0,yes,no,cellular,6.0,apr,551.0,,313.0,9,failure,0
33,technician,single,tertiary,no,127.0,yes,no,,6.0,apr,583.0,2.0,222.0,17,failure,1
38,technician,married,tertiary,no,1997.0,yes,no,cellular,6.0,apr,90.0,10.0,-1.0,0,unknown,0
26,student,single,tertiary,no,1804.0,no,no,cellular,6.0,apr,156.0,,-1.0,0,unknown,0
44,blue-collar,married,secondary,no,8666.0,no,no,telephone,6.0,apr,,1.0,,0,unknown,0
42,management,single,tertiary,no,11891.0,no,no,cellular,6.0,apr,158.0,1.0,-1.0,0,unknown,1
41,blue-collar,married,secondary,no,523.0,yes,no,cellular,6.0,apr,232.0,3.0,-1.0,0,unknown,0
36,blue-collar,married,secondary,no,2454.0,yes,no,cellular,6.0,apr,1859.0,1.0,,0,unknown,0
38,technician,single,secondary,no,12926.0,yes,no,cellular,6.0,apr,271.0,2.0,307.0,1,failure,0
34,management,single,tertiary,no,7263.0,yes,no,telephone,6.0,apr,86.0,1.0,-1.0,0,unknown,0
34,admin.,single,secondary,no,266.0,yes,no,cellular,6.0,apr,,2.0,,0,unknown,0
32,services,married,secondary,no,393.0,no,no,cellular,6.0,apr,211.0,2.0,266.0,2,failure,0
27,unemployed,single,secondary,no,1972.0,no,no,cellular,6.0,apr,97.0,1.0,-1.0,0,unknown,0
47,admin.,single,secondary,no,1544.0,yes,no,cellular,6.0,apr,104.0,1.0,312.0,1,failure,0
50,blue-collar,married,primary,no,4979.0,no,no,telephone,6.0,apr,180.0,1.0,-1.0,0,unknown,1
45,blue-collar,married,secondary,no,146.0,yes,yes,cellular,6.0,apr,294.0,1.0,305.0,15,failure,0
41,blue-collar,married,secondary,no,790.0,yes,no,cellular,6.0,apr,173.0,1.0,,0,unknown,0
35,management,single,tertiary,no,694.0,yes,no,cellular,6.0,apr,129.0,,-1.0,0,unknown,0
59,blue-collar,married,secondary,no,135.0,yes,no,cellular,6.0,apr,197.0,1.0,-1.0,0,unknown,0
39,management,single,tertiary,no,2651.0,no,no,cellular,6.0,apr,139.0,,,5,other,0
35,technician,married,secondary,no,0.0,yes,no,cellular,6.0,apr,139.0,1.0,-1.0,0,unknown,0
44,management,married,secondary,no,8262.0,yes,no,cellular,6.0,apr,,1.0,257.0,16,failure,0
77,retired,married,tertiary,no,0.0,no,no,cellular,6.0,apr,190.0,1.0,-1.0,0,unknown,0
33,blue-collar,married,secondary,no,1101.0,yes,no,cellular,6.0,apr,399.0,2.0,-1.0,0,unknown,0
33,admin.,married,secondary,no,796.0,yes,no,telephone,6.0,apr,216.0,,-1.0,0,unknown,0
40,management,married,secondary,no,754.0,no,yes,cellular,6.0,apr,635.0,1.0,-1.0,0,unknown,1
30,technician,single,secondary,no,,yes,no,cellular,6.0,apr,1108.0,2.0,270.0,1,failure,0
44,blue-collar,married,secondary,no,,yes,no,cellular,6.0,apr,122.0,3.0,136.0,1,,0
35,technician,married,secondary,no,5553.0,yes,no,cellular,6.0,apr,371.0,3.0,136.0,7,failure,0
31,services,married,secondary,no,1062.0,yes,yes,,6.0,apr,230.0,1.0,-1.0,0,unknown,0
57,technician,married,secondary,no,1144.0,yes,no,cellular,6.0,apr,41.0,2.0,-1.0,0,unknown,0
36,self-employed,married,secondary,no,,yes,no,cellular,6.0,apr,,1.0,,0,unknown,1
40,admin.,single,secondary,no,462.0,yes,yes,cellular,6.0,apr,,,335.0,4,other,0
32,technician,single,tertiary,no,948.0,yes,no,cellular,6.0,apr,223.0,2.0,-1.0,0,unknown,0
40,blue-collar,married,primary,no,2133.0,yes,yes,cellular,6.0,apr,377.0,3.0,325.0,1,failure,0
37,admin.,married,secondary,no,1207.0,yes,no,telephone,6.0,apr,1353.0,,138.0,2,success,1
44,blue-collar,single,secondary,no,712.0,yes,yes,cellular,6.0,apr,740.0,3.0,-1.0,0,unknown,1
37,technician,single,tertiary,no,3943.0,no,no,cellular,6.0,apr,1138.0,2.0,138.0,1,failure,1
59,services,married,primary,no,1562.0,yes,no,telephone,6.0,apr,471.0,2.0,,1,other,0
42,blue-collar,married,primary,no,574.0,yes,no,cellular,6.0,apr,357.0,2.0,327.0,2,failure,0
41,blue-collar,married,secondary,no,0.0,yes,no,cellular,6.0,apr,165.0,4.0,-1.0,0,unknown,0
44,blue-collar,married,secondary,no,647.0,yes,no,cellular,6.0,apr,276.0,2.0,-1.0,0,unknown,0
46,admin.,single,secondary,no,757.0,yes,yes,cellular,6.0,apr,342.0,3.0,256.0,3,failure,0
33,admin.,single,secondary,no,2554.0,yes,no,,6.0,apr,125.0,3.0,249.0,15,failure,0
41,admin.,divorced,secondary,no,270.0,yes,no,cellular,6.0,apr,143.0,1.0,336.0,1,failure,0
36,technician,married,secondary,no,0.0,yes,no,cellular,6.0,apr,583.0,3.0,335.0,2,,0
63,retired,married,secondary,no,2734.0,no,no,,7.0,apr,72.0,5.0,-1.0,0,unknown,0
30,blue-collar,single,tertiary,no,297.0,no,no,cellular,7.0,apr,465.0,4.0,-1.0,0,unknown,1
38,management,divorced,tertiary,no,714.0,yes,no,cellular,7.0,apr,163.0,2.0,-1.0,0,unknown,0
65,retired,married,primary,no,3713.0,no,no,cellular,7.0,apr,43.0,3.0,,0,unknown,0
38,admin.,married,secondary,no,271.0,no,no,cellular,7.0,apr,60.0,,-1.0,0,unknown,0
38,unemployed,married,tertiary,no,2012.0,no,no,cellular,7.0,apr,355.0,3.0,-1.0,0,unknown,0
26,self-employed,single,secondary,no,3676.0,no,no,cellular,7.0,apr,148.0,,-1.0,0,unknown,1
42,blue-collar,married,secondary,no,349.0,yes,no,cellular,7.0,apr,226.0,2.0,-1.0,0,unknown,0
33,management,single,tertiary,no,561.0,no,no,cellular,7.0,apr,104.0,1.0,,0,unknown,0
35,technician,single,primary,no,744.0,yes,no,cellular,7.0,apr,1096.0,1.0,-1.0,0,,0
46,admin.,divorced,secondary,no,1198.0,yes,yes,,7.0,apr,837.0,1.0,307.0,1,other,0
41,technician,married,secondary,no,,yes,no,cellular,7.0,apr,157.0,4.0,309.0,4,other,0
33,services,married,secondary,no,387.0,yes,no,cellular,7.0,apr,327.0,2.0,138.0,2,failure,0
31,blue-collar,single,secondary,no,823.0,yes,yes,cellular,7.0,apr,208.0,1.0,-1.0,0,unknown,0
43,,married,secondary,no,902.0,yes,no,,7.0,apr,,,,1,failure,0
33,management,married,tertiary,no,663.0,yes,no,cellular,7.0,apr,381.0,1.0,243.0,4,failure,0
